TIMESTAMP,CONTAINER_ID,COMMODITY,SOURCE,DESTINATION,TEMPERATURE,HUMIDITY,VIBRATION,BATTERY_LEVEL,SPEED,INGESTED_AT,LATITUDE,LONGITUDE,READING_ID,CATEGORY
2026-07-30 00:10:11.000 -0700,A107,Frozen Corn,Nashik,Delhi,-19.83,59,0.2,84,88.6,2026-07-29 11:40:17.529 -0700,23.103281,75.503811,R000013,Frozen Foods
2026-07-30 00:10:11.000 -0700,A114,Ice Cream,Ahmedabad,Chandigarh,-23.8,54,0.28,87,76.4,2026-07-29 11:40:18.041 -0700,19.802095,72.792293,R000014,Frozen Foods
2026-07-30 00:10:11.000 -0700,A112,Capsicum,Visakhapatnam,Bhubaneswar,12.27,90,0.68,79,59.1,2026-07-29 11:40:18.451 -0700,12.925929,77.333623,R000015,Vegetables
2026-07-30 00:10:11.000 -0700,A112,Antibiotics,Mumbai,Jaipur,3.69,46,0.28,53,70.5,2026-07-29 11:40:18.906 -0700,17.801952,78.555565,R000016,Pharmaceuticals
2026-07-30 00:10:12.000 -0700,A102,Kiwi,Ahmedabad,Delhi,0.52,91,0.36,71,65.5,2026-07-29 11:40:19.362 -0700,12.953664,77.534345,R000017,Exotic Fruits & Vegetables
2026-07-30 00:10:12.000 -0700,A109,Capsicum,Pune,Nagpur,9,95,0.45,40,88.3,2026-07-29 11:40:19.802 -0700,13.126413,77.605528,R000018,Vegetables
2026-07-30 00:10:12.000 -0700,A110,Frozen Meat,Mumbai,Jaipur,-19.53,,0.91,62,65.6,2026-07-29 11:40:20.263 -0700,19.845347,73.289652,R000019,Frozen Foods
2026-07-30 00:10:12.000 -0700,A103,Papaya,Pune,Nagpur,,85,0.53,82,78.5,2026-07-29 11:40:20.680 -0700,16.86191,78.320061,R000020,Fruits
2026-07-30 00:10:12.000 -0700,A112,Orange,Pune,Lucknow,3.22,88,0.66,46,46.5,2026-07-29 11:40:21.143 -0700,20.127274,78.099917,R000021,Fruits
2026-07-30 00:10:12.000 -0700,A109,Kiwi,Kochi,Bengaluru,0.68,92,0.7,60,30.1,2026-07-29 11:40:21.624 -0700,13.386903,77.389081,R000022,Exotic Fruits & Vegetables
2026-07-30 00:10:12.000 -0700,A110,Blood Plasma,Mumbai,Goa,-29.31,36,0.41,40,59.3,2026-07-29 11:40:22.063 -0700,17.752885,78.131834,R000023,Pharmaceuticals
2026-07-30 00:10:13.000 -0700,A107,Kiwi,Mumbai,Goa,0.41,90,0.65,74,42.5,2026-07-29 11:40:22.973 -0700,12.52581,77.782007,R000025,Exotic Fruits & Vegetables
2026-07-30 00:10:13.000 -0700,A108,Vaccines,Mumbai,Jaipur,10.39,39,0.29,55,61.8,2026-07-29 11:40:23.393 -0700,17.446859,78.307536,R000026,Pharmaceuticals
2026-07-30 00:10:13.000 -0700,A114,Avocados,Mumbai,Delhi,5.75,72,0.54,97,57.7,2026-07-29 11:40:23.817 -0700,12.888603,77.191822,R000027,Exotic Fruits & Vegetables
2026-07-30 00:10:13.000 -0700,A109,Insulin,Nashik,Delhi,4.08,40,0.18,97,53,2026-07-29 11:40:24.601 -0700,17.529415,78.13939,R000029,Pharmaceuticals
2026-07-30 00:10:13.000 -0700,A102,Onion,Kochi,Mumbai,0.14,71,0.3,58,52.4,2026-07-29 11:40:25.026 -0700,20.56481,74.111609,R000030,Vegetables
2026-07-30 00:10:13.000 -0700,A103,Capsicum,Indore,Delhi,14.23,92,0.26,94,40.3,2026-07-29 11:40:25.481 -0700,13.32806,77.721082,R000031,Vegetables
2026-07-30 00:10:13.000 -0700,A108,Vaccines,Indore,Bhopal,4.19,37,0.18,58,46.2,2026-07-29 11:40:25.913 -0700,17.860157,78.387559,R000032,Pharmaceuticals
2026-07-30 00:10:14.000 -0700,A111,Strawberries,Kochi,Bengaluru,1.76,95,0.2,68,44.9,2026-07-29 11:40:26.777 -0700,18.658408,73.260703,R000034,Fruits
2026-07-30 00:10:14.000 -0700,A108,Frozen French Fries,Pune,Hyderabad,-18.52,53,0.98,63,87.8,2026-07-29 11:40:27.187 -0700,19.054723,72.641387,R000035,Frozen Foods
2026-07-30 00:10:14.000 -0700,A106,Ice Cream,Visakhapatnam,Bhubaneswar,-23.92,45,0.86,51,74.5,2026-07-29 11:40:27.600 -0700,19.414819,73.312109,R000036,Frozen Foods
2026-07-30 00:10:14.000 -0700,A111,Strawberries,Hyderabad,Chennai,1.24,94,0.58,48,69.2,2026-07-29 11:40:27.988 -0700,19.046252,73.90373,R000037,Fruits
2026-07-30 00:10:14.000 -0700,A103,Potato,Pune,Hyderabad,12.67,94,0.45,92,44.2,2026-07-29 11:40:28.384 -0700,22.39729,76.009861,R000038,Vegetables
2026-07-30 00:10:14.000 -0700,A110,Kiwi,Nagpur,Hyderabad,0.8,95,0.74,72,72.2,2026-07-29 11:40:28.790 -0700,13.232231,77.683934,R000039,Exotic Fruits & Vegetables
2026-07-30 00:10:14.000 -0700,A111,Blood Plasma,Mumbai,Delhi,-16.24,41,0.33,61,32.6,2026-07-29 11:40:29.208 -0700,17.203688,78.956341,R000040,Pharmaceuticals
2026-07-30 00:10:14.000 -0700,A105,Papaya,Pune,Nagpur,10.29,89,0.66,83,52.4,2026-07-29 11:40:29.604 -0700,16.977597,78.389423,R000041,Fruits
2026-07-30 00:10:15.000 -0700,A113,Strawberries,Nashik,Jaipur,1.77,93,0.6,70,80.4,2026-07-29 11:40:30.007 -0700,19.39436,73.57022,R000042,Fruits
2026-07-30 00:10:15.000 -0700,A113,Frozen Fish,Bengaluru,Kochi,-19.82,50,0.87,78,53.4,2026-07-29 11:40:30.417 -0700,9.518324,76.386733,R000043,Frozen Foods
2026-07-30 00:10:15.000 -0700,A102,Kiwi,Mumbai,Delhi,4.39,92,0.61,45,36.7,2026-07-29 11:40:30.860 -0700,13.305972,77.54171,R000044,Exotic Fruits & Vegetables
2026-07-30 00:10:15.000 -0700,A115,Papaya,Kochi,Bengaluru,10.46,89,0.79,42,45,2026-07-29 11:40:31.257 -0700,17.536631,78.60467,R000045,Fruits
2026-07-30 00:10:15.000 -0700,A101,Cauliflower,Ahmedabad,Chandigarh,1.59,100,0.19,95,35,2026-07-29 11:40:31.681 -0700,30.623477,76.013888,R000046,Vegetables
2026-07-30 00:10:15.000 -0700,A105,Onion,Mumbai,Goa,1.67,68,0.63,56,77.7,2026-07-29 11:40:32.068 -0700,20.091099,74.043687,R000047,Vegetables
2026-07-30 00:10:15.000 -0700,A103,Orange,Lucknow,Patna,11.18,87,0.27,53,71.9,2026-07-29 11:40:32.485 -0700,21.150332,79.569025,R000048,Fruits
2026-07-30 00:10:15.000 -0700,A110,Cauliflower,Pune,Nagpur,1.19,97,0.46,94,32,2026-07-29 11:40:32.982 -0700,30.57561,76.131502,R000049,Vegetables
2026-07-30 00:10:15.000 -0700,A103,Potato,Ahmedabad,Delhi,4.8,93,0.12,50,51.9,2026-07-29 11:40:33.402 -0700,23.205757,76.16286,R000050,Vegetables
2026-07-30 00:10:16.000 -0700,A102,Orange,Visakhapatnam,Bhubaneswar,7.41,85,0.23,42,80.1,2026-07-29 11:40:33.821 -0700,20.256613,78.213444,R000051,Fruits
2026-07-30 00:10:16.000 -0700,A101,Cauliflower,Nagpur,Raipur,0.53,96,0.18,69,46.7,2026-07-29 11:40:34.212 -0700,30.933175,76.352292,R000052,Vegetables
2026-07-30 00:10:16.000 -0700,A102,Frozen Corn,Hyderabad,Bengaluru,-18.44,40,0.57,90,37.9,2026-07-29 11:40:34.625 -0700,23.370163,75.953658,R000053,Frozen Foods
2026-07-30 00:10:16.000 -0700,A103,Apple,Lucknow,Patna,0.76,94,0.59,63,33.2,2026-07-29 11:40:35.022 -0700,34.280879,75.156304,R000054,Fruits
2026-07-30 00:10:16.000 -0700,A108,Ice Cream,Mumbai,Jaipur,-19.22,53,0.51,48,60,2026-07-29 11:40:35.457 -0700,19.78444,72.894903,R000055,Frozen Foods
2026-07-30 00:10:16.000 -0700,A106,Avocados,Surat,Pune,6.75,66,0.65,40,79.7,2026-07-29 11:40:35.918 -0700,12.980928,77.433952,R000056,Exotic Fruits & Vegetables
2026-07-30 00:10:16.000 -0700,A109,Tomato,Pune,Hyderabad,,90,0.17,53,35.7,2026-07-29 11:40:36.326 -0700,22.646062,75.378392,R000057,Vegetables
2026-07-30 00:10:16.000 -0700,A114,Frozen Peas,Pune,Nagpur,-19.56,60,0.93,42,41.2,2026-07-29 11:40:36.746 -0700,30.185983,76.741389,R000058,Frozen Foods
2026-07-30 00:10:17.000 -0700,A115,Ice Cream,Mumbai,Jaipur,-16.37,41,0.62,54,55.8,2026-07-29 11:40:37.163 -0700,19.381852,72.591339,R000059,Frozen Foods
2026-07-30 00:10:17.000 -0700,A111,Frozen Peas,Ahmedabad,Chandigarh,-18.89,49,0.25,88,86.2,2026-07-29 11:40:37.588 -0700,30.430281,76.499934,R000060,Frozen Foods
2026-07-30 00:10:17.000 -0700,A106,Capsicum,Indore,Bhopal,8.19,93,0.13,77,47.5,2026-07-29 11:40:38.007 -0700,12.764813,77.172061,R000061,Vegetables
2026-07-30 00:10:17.000 -0700,A115,Asparagus,Delhi,Amritsar,,97,0.61,82,75.7,2026-07-29 11:40:38.414 -0700,13.038301,77.975392,R000062,Exotic Fruits & Vegetables
2026-07-30 00:10:17.000 -0700,A105,Frozen Fish,Ahmedabad,Delhi,-19.21,46,0.21,92,57.7,2026-07-29 11:40:38.824 -0700,9.549682,76.080759,R000063,Frozen Foods
2026-07-30 00:10:17.000 -0700,A110,Medicines,Delhi,Amritsar,20.86,50,0.32,43,84.9,2026-07-29 11:40:39.245 -0700,17.690759,78.443347,R000064,Pharmaceuticals
2026-07-30 00:10:17.000 -0700,A101,Asparagus,Hyderabad,Chennai,3.52,99,0.54,56,82.8,2026-07-29 11:40:39.697 -0700,12.665972,77.48583,R000065,Exotic Fruits & Vegetables
2026-07-30 00:10:18.000 -0700,A109,Kiwi,Kochi,Bengaluru,0.49,91,0.25,49,31,2026-07-29 11:40:40.573 -0700,13.303726,77.719701,R000067,Exotic Fruits & Vegetables
2026-07-30 00:10:18.000 -0700,A114,Grapes,Visakhapatnam,Bhubaneswar,1.67,91,0.43,40,65.1,2026-07-29 11:40:41.029 -0700,20.081792,73.639139,R000068,Fruits
2026-07-30 00:10:18.000 -0700,A106,Pineapple,Bengaluru,Chennai,8.49,85,0.54,56,87.9,2026-07-29 11:40:41.964 -0700,10.089374,76.129237,R000070,Fruits
2026-07-30 00:10:18.000 -0700,A106,Cauliflower,Mumbai,Goa,1.92,99,0.4,57,33.1,2026-07-29 11:40:42.397 -0700,30.520162,76.467907,R000071,Vegetables
2026-07-30 00:10:18.000 -0700,A107,Green Peas,Nashik,Jaipur,0.11,92,0.33,77,83.5,2026-07-29 11:40:42.830 -0700,30.884388,76.036019,R000072,Vegetables
2026-07-30 00:10:18.000 -0700,A110,Kiwi,Kolkata,Guwahati,0.62,93,0.66,88,69.3,2026-07-29 11:40:43.294 -0700,12.562958,77.02572,R000073,Exotic Fruits & Vegetables
2026-07-30 00:10:18.000 -0700,A105,Cauliflower,Nagpur,Hyderabad,,95,0.53,95,73.1,2026-07-29 11:40:43.773 -0700,30.358862,76.362432,R000074,Vegetables
2026-07-30 00:10:18.000 -0700,A106,Asparagus,Surat,Pune,2.78,97,0.55,49,36.1,2026-07-29 11:40:44.151 -0700,12.847027,77.597138,R000075,Exotic Fruits & Vegetables
2026-07-30 00:10:19.000 -0700,A105,Strawberries,Mumbai,Goa,0.99,91,0.69,92,80.1,2026-07-29 11:40:44.580 -0700,18.786937,73.552272,R000076,Fruits
2026-07-30 00:10:19.000 -0700,A106,Cauliflower,Indore,Delhi,1.66,100,0.76,70,74.2,2026-07-29 11:40:45.001 -0700,30.551421,76.385356,R000077,Vegetables
2026-07-30 00:10:19.000 -0700,A108,Medicines,Indore,Delhi,16.15,56,0.2,66,41.7,2026-07-29 11:40:45.472 -0700,17.278764,78.46355,R000078,Pharmaceuticals
2026-07-30 00:10:19.000 -0700,A113,Capsicum,Nagpur,Raipur,9.2,95,0.51,63,71.6,2026-07-29 11:40:45.856 -0700,13.466201,77.865425,R000079,Vegetables
2026-07-30 00:10:19.000 -0700,A107,Potato,Kolkata,Guwahati,5.73,90,0.72,96,74.6,2026-07-29 11:40:46.302 -0700,23.421344,76.154936,R000080,Vegetables
2026-07-30 00:10:19.000 -0700,A103,Insulin,Pune,Nagpur,5.09,41,0.5,86,48.7,2026-07-29 11:40:46.734 -0700,17.805143,78.883441,R000081,Pharmaceuticals
2026-07-30 00:10:19.000 -0700,A109,Potato,Surat,Pune,5.72,92,0.13,93,46.4,2026-07-29 11:40:47.222 -0700,22.194648,76.140788,R000082,Vegetables
2026-07-30 00:10:19.000 -0700,A109,Pineapple,Mumbai,Delhi,8.35,86,0.53,43,48.9,2026-07-29 11:40:47.677 -0700,10.747043,77.109021,R000083,Fruits
2026-07-30 00:10:20.000 -0700,A103,Asparagus,Nagpur,Hyderabad,2.66,100,0.75,59,34.3,2026-07-29 11:40:48.172 -0700,12.5561,77.487074,R000084,Exotic Fruits & Vegetables
2026-07-30 00:10:20.000 -0700,A115,Frozen French Fries,Lucknow,Patna,-14.01,42,0.56,72,68.7,2026-07-29 11:40:48.617 -0700,19.340064,72.957191,R000085,Frozen Foods
2026-07-30 00:10:20.000 -0700,A115,Frozen Fish,Kochi,Mumbai,-19.72,41,0.2,83,61.3,2026-07-29 11:40:49.036 -0700,9.910818,76.924927,R000086,Frozen Foods
2026-07-30 00:10:20.000 -0700,A110,Papaya,Indore,Bhopal,12.38,90,0.77,80,74.2,2026-07-29 11:40:49.881 -0700,17.880673,79.466683,R000088,Fruits
2026-07-30 00:10:20.000 -0700,A114,Frozen Prawns,Surat,Pune,-18.44,51,0.85,54,44.1,2026-07-29 11:40:50.318 -0700,9.675986,76.234987,R000089,Frozen Foods
2026-07-30 00:10:20.000 -0700,A113,Frozen Corn,Mumbai,Delhi,-19.75,58,0.66,89,30,2026-07-29 11:40:50.763 -0700,22.940142,76.018738,R000090,Frozen Foods
2026-07-30 00:10:20.000 -0700,A114,Medicines,Mumbai,Jaipur,21.66,56,0.11,82,62.2,2026-07-29 11:40:51.209 -0700,17.729398,78.34178,R000091,Pharmaceuticals
2026-07-30 00:10:20.000 -0700,A114,Grapes,Ahmedabad,Delhi,0.36,92,0.34,79,41.9,2026-07-29 11:40:51.645 -0700,20.147455,73.860409,R000092,Fruits
2026-07-30 00:10:21.000 -0700,A109,Lettuce,Hyderabad,Chennai,0.54,100,0.4,86,36.2,2026-07-29 11:40:52.103 -0700,13.056074,77.00705,R000093,Exotic Fruits & Vegetables
2026-07-30 00:10:21.000 -0700,A114,Tomato,Visakhapatnam,Bhubaneswar,16.57,88,0.17,74,69.2,2026-07-29 11:40:52.589 -0700,22.265079,76.092985,R000094,Vegetables
2026-07-30 00:10:21.000 -0700,A112,Frozen French Fries,Hyderabad,Chennai,-18.3,53,0.72,96,74.1,2026-07-29 11:40:53.038 -0700,19.872373,73.007039,R000095,Frozen Foods
2026-07-30 00:10:21.000 -0700,A110,Frozen French Fries,Nashik,Delhi,,,0.7,43,88.9,2026-07-29 11:40:53.489 -0700,19.261502,72.99663,R000096,Frozen Foods
2026-07-30 00:10:21.000 -0700,A113,Vaccines,Kolkata,Guwahati,9.48,43,0.14,49,38.1,2026-07-29 11:40:53.951 -0700,17.07182,78.051801,R000097,Pharmaceuticals
2026-07-30 00:10:21.000 -0700,A114,Potato,Mumbai,Goa,6.43,92,0.58,75,89.6,2026-07-29 11:40:54.367 -0700,22.316914,75.22189,R000098,Vegetables
2026-07-30 00:10:21.000 -0700,A109,Broccoli,Indore,Delhi,2.76,95,0.18,93,34.5,2026-07-29 11:40:54.984 -0700,13.256253,77.684651,R000099,Exotic Fruits & Vegetables
2026-07-30 00:10:21.000 -0700,A103,Biologics,Indore,Bhopal,4.38,34,0.11,86,34,2026-07-29 11:40:55.419 -0700,17.614456,78.037835,R000100,Pharmaceuticals
2026-07-30 00:10:22.000 -0700,A105,Frozen French Fries,Mumbai,Goa,-15.52,52,0.49,92,72.3,2026-07-29 11:40:55.830 -0700,19.727487,72.616029,R000101,Frozen Foods
2026-07-30 00:10:22.000 -0700,A111,Frozen Meat,Nashik,Delhi,-18.49,40,0.14,41,46.6,2026-07-29 11:40:56.235 -0700,19.084133,72.546878,R000102,Frozen Foods
2026-07-30 00:10:22.000 -0700,A105,Orange,Hyderabad,Chennai,4.4,90,0.58,90,50.4,2026-07-29 11:40:56.723 -0700,20.585965,79.274147,R000103,Fruits
2026-07-30 00:10:22.000 -0700,A107,Antibiotics,Hyderabad,Chennai,,33,0.36,71,62.2,2026-07-29 11:40:57.154 -0700,17.926503,78.096889,R000104,Pharmaceuticals
2026-07-30 00:10:22.000 -0700,A106,Frozen French Fries,Bengaluru,Chennai,-13.25,50,0.28,84,54.4,2026-07-29 11:40:57.621 -0700,19.156364,73.004835,R000105,Frozen Foods
2026-07-30 00:10:22.000 -0700,A114,Carrot,Nashik,Delhi,3.95,98,0.32,76,47.6,2026-07-29 11:40:58.028 -0700,30.168301,76.625319,R000106,Vegetables
2026-07-30 00:10:22.000 -0700,A111,Dragon Fruit,Mumbai,Goa,8.37,90,0.76,74,34,2026-07-29 11:40:58.440 -0700,17.719923,78.31276,R000107,Exotic Fruits & Vegetables
2026-07-30 00:10:22.000 -0700,A103,Broccoli,Pune,Nagpur,2.39,95,0.17,56,44,2026-07-29 11:40:58.870 -0700,13.002653,77.3076,R000108,Exotic Fruits & Vegetables
2026-07-30 00:10:22.000 -0700,A107,Onion,Bengaluru,Chennai,0.98,66,0.19,64,40.8,2026-07-29 11:40:59.288 -0700,20.560321,74.215533,R000109,Vegetables
2026-07-30 00:10:23.000 -0700,A108,Cabbage,Indore,Delhi,0.68,100,0.15,51,51.7,2026-07-29 11:40:59.736 -0700,30.469199,76.479936,R000110,Vegetables
2026-07-30 00:10:23.000 -0700,A112,Cauliflower,Nagpur,Hyderabad,0.81,99,0.2,46,64.4,2026-07-29 11:41:00.176 -0700,30.616839,76.846522,R000111,Vegetables
2026-07-30 00:10:23.000 -0700,A104,Broccoli,Nashik,Jaipur,0.37,97,0.53,98,83.6,2026-07-29 11:41:00.604 -0700,13.344774,77.442766,R000112,Exotic Fruits & Vegetables
2026-07-30 00:10:23.000 -0700,A113,Blood Plasma,Delhi,Amritsar,-24.32,42,0.15,45,85.3,2026-07-29 11:41:01.070 -0700,17.108855,78.332769,R000113,Pharmaceuticals
2026-07-30 00:10:23.000 -0700,A110,Orange,Bengaluru,Chennai,5.31,88,0.69,47,84.3,2026-07-29 11:41:01.467 -0700,20.55138,79.935417,R000114,Fruits
2026-07-30 00:10:23.000 -0700,A103,Frozen Prawns,Pune,Lucknow,-19,54,0.67,71,86.6,2026-07-29 11:41:01.880 -0700,10.254401,76.109375,R000115,Frozen Foods
2026-07-30 00:10:23.000 -0700,A106,Green Peas,Hyderabad,Bengaluru,1.98,90,0.36,91,82.4,2026-07-29 11:41:02.358 -0700,30.601618,76.839071,R000116,Vegetables
2026-07-30 00:10:23.000 -0700,A112,Tomato,Pune,Lucknow,9.12,88,0.24,60,30,2026-07-29 11:41:02.822 -0700,22.328672,75.287266,R000117,Vegetables
2026-07-30 00:10:23.000 -0700,A115,Insulin,Lucknow,Patna,5.91,,0.46,56,48.1,2026-07-29 11:41:03.234 -0700,17.180167,78.921899,R000118,Pharmaceuticals
2026-07-30 00:10:24.000 -0700,A107,Antibiotics,Indore,Delhi,7.98,48,0.35,81,74.4,2026-07-29 11:41:03.657 -0700,17.11159,78.02198,R000119,Pharmaceuticals
2026-07-30 00:10:24.000 -0700,A107,Capsicum,Delhi,Amritsar,9.93,93,0.42,44,33.4,2026-07-29 11:41:04.122 -0700,13.36456,77.78715,R000120,Vegetables
2026-07-30 00:10:24.000 -0700,A103,Frozen French Fries,Kochi,Mumbai,-15.09,58,0.86,61,83.8,2026-07-29 11:41:04.567 -0700,19.440581,73.161979,R000121,Frozen Foods
2026-07-30 00:10:24.000 -0700,A114,Broccoli,Nagpur,Hyderabad,0.02,96,0.11,94,89.5,2026-07-29 11:41:05.036 -0700,12.707955,77.55029,R000122,Exotic Fruits & Vegetables
2026-07-30 00:10:24.000 -0700,A105,Green Peas,Mumbai,Jaipur,0.28,92,0.34,53,63.3,2026-07-29 11:41:05.483 -0700,30.146752,76.775839,R000123,Vegetables
2026-07-30 00:10:24.000 -0700,A105,Lettuce,Hyderabad,Bengaluru,0.46,95,0.63,74,34.6,2026-07-29 11:41:06.289 -0700,12.767538,77.239855,R000125,Exotic Fruits & Vegetables
2026-07-30 00:10:24.000 -0700,A113,Papaya,Hyderabad,Chennai,12.79,90,0.3,58,85.1,2026-07-29 11:41:06.739 -0700,16.936405,78.247354,R000126,Fruits
2026-07-30 00:10:25.000 -0700,A115,Vaccines,Nagpur,Hyderabad,6.91,47,0.35,64,41.5,2026-07-29 11:41:07.134 -0700,17.748375,78.032301,R000127,Pharmaceuticals
2026-07-30 00:10:25.000 -0700,A103,Asparagus,Indore,Bhopal,3.14,95,0.31,91,43.5,2026-07-29 11:41:07.545 -0700,12.644272,77.310249,R000128,Exotic Fruits & Vegetables
2026-07-30 00:10:25.000 -0700,A104,Antibiotics,Hyderabad,Bengaluru,15.16,49,0.23,76,51.5,2026-07-29 11:41:08.365 -0700,17.335428,78.429674,R000130,Pharmaceuticals
2026-07-30 00:10:25.000 -0700,A101,Frozen Chicken,Mumbai,Jaipur,-19.75,59,0.46,81,70.7,2026-07-29 11:41:08.829 -0700,13.225508,77.991634,R000131,Frozen Foods
2026-07-30 00:10:25.000 -0700,A107,Papaya,Delhi,Amritsar,11.15,86,0.68,63,54.1,2026-07-29 11:41:09.246 -0700,17.538024,78.001731,R000132,Fruits
2026-07-30 00:10:25.000 -0700,A113,Frozen Meat,Delhi,Amritsar,-18.18,53,0.58,75,87.7,2026-07-29 11:41:09.707 -0700,19.794493,72.870503,R000133,Frozen Foods
2026-07-30 00:10:25.000 -0700,A101,Frozen French Fries,Kochi,Bengaluru,-19.02,41,0.17,69,48,2026-07-29 11:41:10.127 -0700,19.539908,72.946471,R000134,Frozen Foods
2026-07-30 00:10:25.000 -0700,A107,Lettuce,Mumbai,Goa,0.78,98,0.58,94,69.5,2026-07-29 11:41:10.564 -0700,13.178174,77.170245,R000135,Exotic Fruits & Vegetables
2026-07-30 00:10:26.000 -0700,A111,Avocados,Ahmedabad,Chandigarh,,66,0.28,85,39.9,2026-07-29 11:41:10.975 -0700,12.65011,77.031402,R000136,Exotic Fruits & Vegetables
2026-07-30 00:10:26.000 -0700,A111,Blood Plasma,Kochi,Mumbai,-20.43,43,0.15,73,68,2026-07-29 11:41:11.450 -0700,17.640362,78.152276,R000137,Pharmaceuticals
2026-07-30 00:10:26.000 -0700,A104,Lettuce,Mumbai,Ahmedabad,1.86,100,0.33,53,75.4,2026-07-29 11:41:11.888 -0700,12.701426,77.703311,R000138,Exotic Fruits & Vegetables
2026-07-30 00:10:26.000 -0700,A105,Pineapple,Visakhapatnam,Bhubaneswar,7.13,88,0.27,56,33.8,2026-07-29 11:41:12.345 -0700,10.953043,77.222629,R000139,Fruits
2026-07-30 00:10:26.000 -0700,A114,Frozen Chicken,Nashik,Jaipur,-18.3,57,0.6,66,76.7,2026-07-29 11:41:12.801 -0700,13.175767,77.4182,R000140,Frozen Foods
2026-07-30 00:10:26.000 -0700,A108,Pineapple,Hyderabad,Kolkata,,86,0.41,80,89.1,2026-07-29 11:41:13.317 -0700,10.927941,76.210745,R000141,Fruits
2026-07-30 00:10:26.000 -0700,A104,Frozen Chicken,Nashik,Jaipur,-18.6,49,0.7,95,73.1,2026-07-29 11:41:13.776 -0700,12.689585,77.798014,R000142,Frozen Foods
2026-07-30 00:10:26.000 -0700,A105,Asparagus,Ahmedabad,Delhi,3.95,96,0.7,49,46.2,2026-07-29 11:41:14.220 -0700,13.287664,77.665308,R000143,Exotic Fruits & Vegetables
2026-07-30 00:10:26.000 -0700,A114,Vaccines,Kochi,Mumbai,6.51,45,0.24,71,38.4,2026-07-29 11:41:14.652 -0700,17.344714,78.054581,R000144,Pharmaceuticals
2026-07-30 00:10:27.000 -0700,A113,Dragon Fruit,Pune,Lucknow,11.85,87,0.63,92,53.8,2026-07-29 11:41:15.069 -0700,17.118597,78.909237,R000145,Exotic Fruits & Vegetables
2026-07-30 00:10:27.000 -0700,A103,Papaya,Mumbai,Goa,,85,0.37,67,69.4,2026-07-29 11:41:15.523 -0700,17.534507,78.733644,R000146,Fruits
2026-07-30 00:10:27.000 -0700,A111,Medicines,Hyderabad,Kolkata,23.51,54,0.18,59,64.1,2026-07-29 11:41:16.352 -0700,17.464988,78.494294,R000148,Pharmaceuticals
2026-07-30 00:10:27.000 -0700,A102,Biologics,Indore,Delhi,7.89,42,0.41,59,36.3,2026-07-29 11:41:16.960 -0700,17.015967,78.962654,R000149,Pharmaceuticals
2026-07-30 00:10:27.000 -0700,A114,Carrot,Nashik,Jaipur,6.35,95,0.28,95,52.3,2026-07-29 11:41:17.395 -0700,30.765364,76.748143,R000150,Vegetables
2026-07-30 00:10:27.000 -0700,A111,Avocados,Pune,Nagpur,5.77,72,0.52,43,42.9,2026-07-29 11:41:17.945 -0700,12.860872,77.517062,R000151,Exotic Fruits & Vegetables
2026-07-30 00:10:27.000 -0700,A107,Blood Plasma,Mumbai,Delhi,-20.17,,0.2,41,81,2026-07-29 11:41:18.340 -0700,17.834178,78.637108,R000152,Pharmaceuticals
